,,,,,,,,,,,,,,,,,
Contactos,,,,,Clientes,,,,,Documentos,,,,,Siniestros,,
,,,,,DatDoctoDetail.Redes,Barcos Redes,,,,DatPagosRec.ConfirmLiq,Confirmación de Liquidación de Cia,,,,FPendRecolectarF,Fecha,
,,,,,DatDoctoDetail.Trailer,Barcos Trailer / Empresariales = L.U.C.,0/1,,,DatPagosRec.FolioLiqCia,Folio de Liquidación de Cia,,,,FCerradoF,Fecha,
,,,,,DatDoctoDetail.Contrato,Fianzas Contrato,,,,DatPagosRec.FConfirmLiq,Fecha Confirmacion de Liquidacion ante Cia,,,,FFechaAdic1F,Fecha,
,,,,,DatDoctoDetail.Folio,Fianzas Folio,,,,DatPagosRec.IDMonPago,ID de la Moneda de Pago,,,,FFechaAdic2F,Fecha,
,,,,,DatDoctoDetail.TipoFia,Fianzas Tipo de Fianza,,,,DatPagosRec.TCDocto,Tipo de Cambio del Documento,,,,PrimasNoDev,Primas no devengadas,
,,,,,DatDoctoDetail.ProdFia,Fianzas Producto de Fianza,,,,DatPagosRec.TCPago,Tipo de Cambio del Pago,,,,NumFact,Número de factura,
,,,,,DatDoctoDetail.Monto,Fianzas Monto de Fianza Incial,,,,DatPagosRec.ImporteP,Importe Pago   en el Tipo de Moneda de Pago,,,,FPSintomaF,Fecha primer síntoma,
,,,,,DatDoctoDetail.Amortizacion,Fianzas Amortizacion,,,,DatPagosRec.IDRemanente,Id que hace referencia cuando se genera un pago mediante prima en deposito (DatRemanentes),,,,FPromTerminaF,Fecha de terminación factura,
,,,,,DatDoctoDetail.TarifaFia,Tarifa De Fianza que se utiliza Para Efecto de Prima,,,,DatPagosRec.Observaciones,Observaciones,,,,FElaboracionF,Fecha de Elaboración factura,
,,,,,DatDoctoDetail.ValorContrato,Valor del Contrato,,,,DatPagosRec.IDCli,Cliente,,,,FRecepF,Fecha de recepción de factura,
,,,,,DatDoctoDetail.PContrato,Porcentaje de Contrato,,,,DatPagosRec.IDUserC,ID Usuario que Cobra,,,,FEnvioF,Fecha de envío de factura,
,,,,,DatDoctoDetail.FInicioObl,Fianzas Inicio de Obligacion,,,,DatPagosRec.IDUserL,ID Usuario que Liquida,,,,FReclamacionF,Fecha de reclamación de factura,
,,,,,DatDoctoDetail.FFinObl,Fianzas Fin de Obligacion,,,,DatPagosRec.PrimaNeta,PrimaNeta,,,,RvaInicial,Fecha,Campo específico SICUREZZA
,,,,,DatDoctoDetail.Relativo,Fianzas Relativo a,,,,DatPagosRec.Descuento,Descuento,,,,FIniContrato,Fecha inicio de contrato ,Campo específico Murgía
,,,,,DatDoctoDetail.NumEmp,Fianzas  Numero de Empleados,,,,DatPagosRec.ExtraPrima,ExtraPrima,,,,Delito,Delito,
,,,,,DatDoctoDetail.NumObr,Fianzas Numero de Obreros,,,,DatPagosRec.Recargos,Recargos,,,,Objetivo,Asunto Objetivo,
,,,,,DatDoctoDetail.NumVend,Fianzas Numero de Vendedores,,,,DatPagosRec.Derechos,Derechos,,,,CPostalSin,Codigo postal del siniestro,
,,,,,DatDoctoDetail.IDSolicitante,Fianzas ID del Solicitante,,,,DatPagosRec.GastosAdm,Gastos de Administración,,,,PoblacionSin,Poblacion del siniestro,
,,,,,DatDoctoDetail.Base,Fianzas Base,,,,DatPagosRec.Stotal,SubTotal,,,,EstadoSin,Ciudad del siniestro,
,,,,,DatDoctoDetail.BonifCia,Fianzas Bonificacion de la Cia,,,,DatPagosRec.Impuesto1,Impuesto1,,,,FEntFacOrigCia, F. Entrega factura original a la aseguradora,
,,,,,DatDoctoDetail.Bonif,Fianzas Bonificacion General,,,,DatPagosRec.Impuesto2,Impuesto2,,,,,,
,,,,,DatDoctoDetail.PorBonifCia,Fianzas Porcentaje de Bonificacion  Cia,,,,DatPagosRec.Impuesto3,Impuesto3,,,,,,
,,,,,DatDoctoDetail.PorBonif,Fianzas Porcentaje de Bonificacion  General,,,,DatPagosRec.FondoInv,Fondo de Inversión,,,,,,
,,,,,DatDoctoDetail.Deducible,Fianzas/Transportes Deducible,,,,DatPagosRec.Ajuste,Ajuste,,,,,,
,,,,,DatDoctoDetail.SumaAseg,Suma Asegurada,,,,DatPagosRec.PrimaTotal,Prima Total,,,,,,
,,,,,DatDoctoDetail.IDMonContrato,Moneda del Contrato,,,,DatPagosRec.Comision0,Comision0,,,,,,
,,,,,DatDoctoDetail.TCContrato,Tipo de Cambio del Contrato,,,,DatPagosRec.Comision1,Comision1,,,,,,
,,,,,DatDoctoDetail.MontoTCContrato,Fianzas Monto a TC del Contrato,,,,DatPagosRec.Comision2,Comision2,,,,,,
,,,,,DatDoctoDetail.FAdic1,Fecha Adicional 1,,,,DatPagosRec.Comision3,Comision3,,,,,,
,,,,,DatDoctoDetail.FAdic2,Fecha Adicional 2,,,,DatPagosRec.Comision4,Comision4,,,,,,
,,,,,DatDoctoDetail.MRiesgosCub,Riesgos Cubiertos,,,,DatPagosRec.Comision5,Comision5,,,,,,
,,,,,DatDoctoDetail.MCondEsp,Condiciones especiales,,,,DatPagosRec.Comision6,Comision6,,,,,,
,,,,,DatDoctoDetail.MDeducibles,Deducibles,,,,DatPagosRec.Comision7,Comision7,,,,,,
,,,,,DatDoctoDetail.MExclusiones,Exclusiones,,,,DatPagosRec.Comision8,Comision8,,,,,,
,,,,,DatDoctoDetail.MSujetoA,Sujeto a,,,,DatPagosRec.Comision9,Comision9,,,,,,
,,,,,DatDoctoDetail.IsPolMasterNom,Es poliza maestra o numero de poliza maestra para certificado,Sí/No (1/0),,,DatPagosRec.Comision10,Comision10,,,,,,
,,,,,DatDoctoDetail.CobExtranjero,Cobertura en el extranjero filmes,Sí/No (1/0),,,DatPagosRec.Comision11,Comision11,,,,,,
,,,,,DatDoctoDetail.TipoProd,Tipo de producción filmes,,,,DatPagosRec.FCreatePag,Fecha de Aplicación de pago,,,,,,
,,,,,DatDoctoDetail.TiempoProd,Tiempo de producción filmes,,,,DatPagosRec.Excedente,Excedente,,,,,,
,,,,,DatDoctoDetail.TipoHist,Tipo de historia filmes,,,,DatPagosRec.IsExcedente,Es Excedente?,Si=1 No=0,,,,,
,,,,,DatDoctoDetail.NotasObs,Notas observaciones filmes,,,,DatPagosRec.TipoExcedente,Tipo de Excedente,,,,,,
,,,,,DatDoctoDetail.TipoMercancia,Tipo de mercancia de la tabla CCatTMercancia,,,,DatPagosRec.NotasExc,Notas sobre Excedente,,,,,,
,,,,,DatDoctoDetail.ValorAseg,Valor de mercancia aseguramiento,,,,,,,,,,,
,,,,,DatDoctoDetail.Transito,Tipo de transito 0 Nacional 1 Internacional,,,,,,,,,,,
,,,,,DatDoctoDetail.Tarfia,Tarfia aplicación,,,,,,,,,,,
,,,,,DatDoctoDetail.TarifaE,Tarifa E.,,,,,,,,,,,
,,,,,DatDoctoDetail.IDProyecto,ID Proyecto,,,,,,,,,,,
,,,,,DatDoctoDetail.Empaque,Empaque (Mercancia Segura),,,,,,,,,,,
,,,,,DatDoctoDetail.Embalaje,Embalaje (Mercancia Segura),,,,,,,,,,,
,,,,,DatDoctoDetail.MedioTrans,Medio de Transporte(Mercancia Segura),,,,,,,,,,,
,,,,,DatDoctoDetail.MedioCond,Medio de Conduccion(Mercancia Segura),,,,,,,,,,,
,,,,,DatDoctoDetail.ValFactura,Valor Factura Automóviles,,,,,,,,,,,
,,,,,DatDoctoDetail.IDTercero,ID de Asegurado Tercero,,,,,,,,,,,
,,,,,DatDoctoDetail.TipoUnidad,Tipo de Unidad,,,,,,,,,,,
,,,,,DatDoctoDetail.TipoValor,TIpo Valor,,,,,,,,,,,
,,,,,DatDoctoDetail.Salvamento,Salvamento,Sí/No (1/0),,,,,,,,,,
,,,,,DatDoctoDetail.OrigenVeh,Origen,,,,,,,,,,,
,,,,,DatDoctoDetail.Prima,Prima aplicación,,,,,,,,,,,
